Id,SalePrice
1461,127058.21
1462,123216.484
1463,203214.7
1464,200267.22
1465,185638.92
1466,181806.52
1467,177408.0
1468,170296.17
1469,192684.67
1470,129560.375
1471,201176.36
1472,90729.67
1473,85900.01
1474,131708.83
1475,88603.4
1476,364363.72
1477,237334.88
1478,268099.44
1479,277799.88
1480,518819.97
1481,376236.03
1482,208891.47
1483,194902.75
1484,163908.58
1485,193967.64
1486,209212.77
1487,401579.62
1488,226162.61
1489,198186.9
1490,262138.33
1491,212530.89
1492,96613.89
1493,190375.4
1494,264654.7
1495,290263.7
1496,237276.31
1497,186764.86
1498,173401.44
1499,159130.7
1500,158662.33
1501,193796.34
1502,164749.25
1503,307830.88
1504,245776.05
1505,234214.14
1506,204483.58
1507,266361.56
1508,217163.78
1509,162745.67
1510,151972.52
1511,156892.67
1512,182070.5
1513,155537.19
1514,163833.28
1515,235854.44
1516,182626.8
1517,179951.81
1518,127406.38
1519,223828.8
1520,143274.86
1521,140600.6
1522,180933.95
1523,118790.75
1524,122594.336
1525,127051.62
1526,107565.98
1527,115695.77
1528,147432.28
1529,148655.34
1530,193474.44
1531,147328.16
1532,99108.234
1533,148765.0
1534,128579.79
1535,165499.77
1536,110261.78
1537,82388.414
1538,170613.38
1539,186749.88
1540,122337.23
1541,141123.62
1542,136533.64
1543,191573.77
1544,80741.38
1545,123382.03
1546,131138.5
1547,130028.695
1548,124542.77
1549,125600.0
1550,126751.48
1551,109403.26
1552,142280.67
1553,178275.52
1554,106616.98
1555,184103.97
1556,122902.914
1557,129954.945
1558,114159.445
1559,119701.625
1560,131230.86
1561,156309.77
1562,137014.16
1563,131682.56
1564,176496.86
1565,158836.84
1566,250981.97
1567,83805.54
1568,253380.52
1569,137320.9
1570,144594.39
1571,122236.555
1572,152219.31
1573,261450.16
1574,144050.34
1575,261587.6
1576,259266.52
1577,176200.64
1578,164349.9
1579,162442.64
1580,191747.02
1581,161948.86
1582,125677.3
1583,346840.44
1584,229216.47
1585,149183.19
1586,80537.73
1587,110707.336
1588,156320.95
1589,131666.88
1590,126548.016
1591,102641.65
1592,124990.35
1593,124429.9
1594,131614.19
1595,154028.2
1596,236860.97
1597,208312.02
1598,203856.61
1599,173816.95
1600,161923.28
1601,70317.34
1602,128419.25
1603,101519.87
1604,229796.19
1605,254278.56
1606,163766.31
1607,196791.64
1608,200211.06
1609,184962.48
1610,160595.11
1611,154581.19
1612,165092.03
1613,165410.2
1614,124513.15
1615,92629.87
1616,73129.88
1617,86963.016
1618,125432.41
1619,149340.11
1620,168553.28
1621,148003.2
1622,145845.11
1623,290088.44
1624,258419.58
1625,134046.5
1626,167011.31
1627,192261.11
1628,305030.72
1629,189300.55
1630,353930.78
1631,200461.56
1632,250884.36
1633,193387.23
1634,215575.7
1635,180734.17
1636,143057.25
1637,245411.98
1638,207396.92
1639,192117.08
1640,267452.12
1641,184314.81
1642,248625.05
1643,231879.14
1644,239171.48
1645,224926.66
1646,158776.16
1647,155451.14
1648,134026.25
1649,136142.4
1650,127147.43
1651,122614.08
1652,87465.664
1653,83995.21
1654,129296.35
1655,124789.6
1656,129405.81
1657,129913.375
1658,145226.64
1659,106611.19
1660,171952.2
1661,469562.1
1662,413386.34
1663,383070.16
1664,504531.16
1665,259971.73
1666,349434.66
1667,380731.22
1668,322177.97
1669,276026.78
1670,327127.8
1671,305442.7
1672,506828.88
1673,288815.2
1674,239505.67
1675,214431.94
1676,210866.52
1677,218755.69
1678,523694.38
1679,429927.7
1680,305434.5
1681,210316.28
1682,322641.66
1683,185272.44
1684,188810.1
1685,188562.6
1686,172449.98
1687,184558.56
1688,202182.83
1689,200546.92
1690,208074.77
1691,196755.45
1692,268573.84
1693,188921.31
1694,189392.52
1695,171934.23
1696,292754.12
1697,174770.33
1698,385661.34
1699,266578.34
1700,251730.73
1701,299216.4
1702,242274.11
1703,230356.31
1704,311382.0
1705,232215.31
1706,424588.8
1707,214765.89
1708,198327.08
1709,251415.47
1710,214918.2
1711,253977.53
1712,277558.28
1713,293779.38
1714,234160.55
1715,220497.62
1716,171965.3
1717,173895.36
1718,139209.0
1719,226709.05
1720,230746.31
1721,169948.31
1722,141720.2
1723,166839.31
1724,205063.31
1725,265681.78
1726,209542.88
1727,159641.33
1728,193634.6
1729,168905.81
1730,168621.22
1731,137825.94
1732,129726.664
1733,124468.64
1734,125429.79
1735,136541.84
1736,122044.17
1737,339363.53
1738,234062.47
1739,230679.22
1740,218035.27
1741,201257.0
1742,185768.25
1743,188612.19
1744,277263.2
1745,219519.1
1746,216831.5
1747,221066.38
1748,257537.11
1749,151752.23
1750,143103.42
1751,257714.3
1752,124739.96
1753,159496.4
1754,207365.39
1755,189491.02
1756,135545.48
1757,114600.84
1758,148282.7
1759,168386.53
1760,175453.27
1761,164656.97
1762,200517.75
1763,171620.33
1764,116062.82
