Id,SalePrice
1461,119014.81
1462,160971.45
1463,185770.52
1464,193621.11
1465,198204.25
1466,176231.25
1467,176281.53
1468,166497.06
1469,184157.05
1470,129551.17
1471,193612.28
1472,95231.32
1473,102233.56
1474,152095.48
1475,125909.234
1476,395381.22
1477,261751.3
1478,286845.1
1479,214903.3
1480,503464.9
1481,317308.62
1482,215290.3
1483,170638.12
1484,167496.78
1485,182299.44
1486,191382.53
1487,349605.94
1488,226622.25
1489,210157.94
1490,219710.47
1491,192561.22
1492,83367.79
1493,189137.7
1494,304619.66
1495,298716.34
1496,227646.33
1497,180752.58
1498,164883.4
1499,160543.88
1500,156529.06
1501,178955.67
1502,144675.84
1503,302223.66
1504,237009.2
1505,226787.12
1506,179912.02
1507,260013.58
1508,199341.9
1509,161127.22
1510,147716.69
1511,140011.11
1512,167516.98
1513,137341.6
1514,182592.28
1515,215169.83
1516,158409.47
1517,163942.33
1518,128195.086
1519,224457.38
1520,133079.28
1521,129152.2
1522,172891.8
1523,109343.2
1524,119475.95
1525,122670.31
1526,120997.875
1527,103182.734
1528,136788.73
1529,149990.16
1530,166709.77
1531,89509.42
1532,106514.984
1533,147790.14
1534,126540.53
1535,154273.67
1536,104117.71
1537,68813.64
1538,199009.14
1539,202669.48
1540,102127.42
1541,148231.31
1542,141116.94
1543,228327.67
1544,74907.96
1545,114357.49
1546,132782.9
1547,134516.77
1548,146361.38
1549,125138.48
1550,147257.17
1551,120751.72
1552,164174.5
1553,164581.08
1554,113304.91
1555,168387.14
1556,79630.44
1557,102534.72
1558,94867.87
1559,89565.41
1560,130061.0
1561,136977.8
1562,130675.555
1563,122530.9
1564,157594.33
1565,143127.4
1566,231964.42
1567,69576.414
1568,220948.7
1569,140074.38
1570,131726.94
1571,120611.97
1572,152730.78
1573,232062.86
1574,118017.5
1575,215252.86
1576,221258.6
1577,193318.94
1578,152672.58
1579,151207.31
1580,196939.2
1581,157792.72
1582,130126.664
1583,328865.5
1584,222582.11
1585,140840.45
1586,69790.42
1587,97590.11
1588,146974.75
1589,101330.375
1590,133732.4
1591,91332.28
1592,125394.88
1593,132361.55
1594,158467.02
1595,111355.79
1596,237968.05
1597,179357.62
1598,206646.03
1599,177564.4
1600,179042.5
1601,76017.164
1602,114104.45
1603,76027.0
1604,274324.66
1605,238520.03
1606,165536.23
1607,181435.56
1608,215283.05
1609,196192.61
1610,153048.02
1611,134812.42
1612,159616.92
1613,162449.05
1614,122107.65
1615,94025.12
1616,65847.17
1617,96317.6
1618,128327.58
1619,138004.33
1620,172057.97
1621,135643.6
1622,147033.17
1623,286027.62
1624,209274.36
1625,130345.164
1626,161971.5
1627,184878.1
1628,276834.97
1629,180400.86
1630,394756.94
1631,231757.75
1632,248718.31
1633,170596.16
1634,186937.17
1635,180462.7
1636,157780.89
1637,197831.55
1638,203097.84
1639,177270.84
1640,260175.31
1641,177113.94
1642,221429.45
1643,211137.3
1644,221466.81
1645,208474.31
1646,158476.16
1647,157144.36
1648,129196.99
1649,133835.1
1650,121899.71
1651,126337.02
1652,96710.336
1653,96644.87
1654,147048.72
1655,145218.48
1656,146634.23
1657,149063.81
1658,142437.03
1659,133994.02
1660,150909.17
1661,452641.97
1662,405814.53
1663,417727.3
1664,289594.84
1665,352105.22
1666,297312.94
1667,355942.88
1668,338583.56
1669,291469.4
1670,359763.28
1671,269251.75
1672,506250.94
1673,296454.1
1674,240529.19
1675,188935.12
1676,190557.72
1677,224489.62
1678,524419.56
1679,363785.16
1680,345223.47
1681,264991.97
1682,284411.8
1683,175029.05
1684,165946.23
1685,172730.28
1686,168578.16
1687,167198.39
1688,185960.86
1689,189976.8
1690,190163.75
1691,180466.55
1692,267858.34
1693,169467.53
1694,184687.06
1695,165875.52
1696,282089.56
1697,174284.23
1698,384297.03
1699,336860.16
1700,242460.3
1701,261316.62
1702,260135.48
1703,248155.34
1704,299899.66
1705,231106.42
1706,504637.84
1707,217359.62
1708,209893.27
1709,305819.94
1710,224005.67
1711,240991.5
1712,273052.0
1713,257281.25
1714,218655.1
1715,213252.83
1716,197722.53
1717,183092.33
1718,137747.06
1719,194175.42
1720,245658.38
1721,167666.73
1722,129600.28
1723,152655.89
1724,222586.8
1725,240651.8
1726,184905.11
1727,150578.81
1728,169930.62
1729,166671.52
1730,167132.47
1731,124047.37
1732,132238.89
1733,114230.03
1734,116484.086
1735,129123.43
1736,114814.266
1737,343822.22
1738,213028.25
1739,283481.9
1740,280831.06
1741,207478.05
1742,172959.1
1743,170885.3
1744,309068.22
1745,239232.38
1746,231222.4
1747,218802.48
1748,215476.16
1749,145365.67
1750,131179.48
1751,235695.12
1752,116293.81
1753,149364.62
1754,207266.81
1755,170223.8
1756,142095.44
1757,121752.945
1758,139574.27
1759,160611.94
1760,161912.12
1761,148704.25
1762,193236.47
1763,165825.61
1764,112688.82
1765,178280.84
1766,177817.1
1767,218576.4
1768,143963.67
1769,181817.38
1770,143794.88
1771,129782.414
1772,130216.16
1773,127641.055
1774,132870.86
1775,141502.14
1776,124089.1
1777,114983.35
1778,135750.66
1779,114955.43
1780,173698.55
1781,128333.07
1782,95802.445
1783,137105.2
1784,109891.81
1785,113888.65
1786,170431.12
1787,168934.33
1788,59058.92
1789,95924.53
1790,70923.53
1791,187965.8
1792,158024.73
1793,127786.89
1794,156121.16
1795,133553.0
1796,119511.95
1797,114521.13
1798,125550.54
1799,113218.91
1800,143260.14
1801,133294.7
1802,137910.31
1803,147458.42
1804,140633.9
1805,140357.83
1806,117050.62
1807,138675.88
1808,134432.31
1809,123894.44
1810,147559.11
1811,94707.07
1812,94463.42
1813,123741.91
1814,97075.914
1815,51459.824
1816,92453.56
1817,106984.12
1818,148583.25
1819,118317.375
1820,59526.867
1821,97380.64
1822,147049.73
1823,54101.91
1824,137631.94
1825,140923.22
1826,101947.09
1827,100908.7
1828,149377.62
1829,122484.19
1830,141692.77
1831,167760.6
1832,85342.72
1833,151904.1
1834,117191.93
1835,132468.36
1836,127552.85
1837,89168.805
1838,124223.52
1839,83336.055
1840,166536.61
1841,146556.95
1842,78556.7
1843,135842.53
1844,138528.92
1845,134938.75
1846,155791.11
1847,163525.33
1848,58054.74
1849,122449.41
1850,115823.77
1851,152679.81
1852,123006.55
1853,125309.48
1854,168098.22
1855,140713.75
1856,216356.88
1857,145361.47
1858,132165.23
1859,116332.945
1860,142377.64
1861,116332.945
1862,325560.53
1863,317690.78
1864,321101.1
1865,328148.66
1866,333351.53
1867,256010.3
1868,304495.72
1869,203421.47
1870,243091.2
1871,234878.34
1872,170959.45
1873,236691.9
1874,140568.03
1875,208810.5
1876,197335.94
1877,212288.22
1878,203235.44
1879,129659.87
1880,134986.08
1881,211184.95
1882,255975.08
1883,189702.25
1884,199808.38
1885,252198.22
1886,293497.28
1887,215638.98
1888,280354.75
1889,162089.17
1890,124683.195
1891,138544.39
1892,107906.03
1893,123011.414
1894,126568.35
1895,134496.38
1896,124050.2
1897,110794.77
1898,111122.24
1899,161513.88
1900,163250.94
1901,165172.7
1902,134781.8
1903,215266.27
1904,156490.38
1905,196305.64
1906,191847.9
1907,198859.23
1908,114030.086
1909,134885.7
1910,114623.73
1911,211769.23
1912,298174.53
1913,141123.89
1914,71098.63
1915,327105.72
1916,60031.867
1917,270665.62
1918,143455.36
1919,170271.55
1920,146213.62
1921,454903.3
1922,331769.8
1923,205882.56
1924,219679.94
1925,208731.1
1926,409668.84
1927,130638.36
1928,153295.38
1929,121405.62
1930,129254.9
1931,153284.1
1932,140372.55
1933,181346.6
1934,180387.48
1935,175325.75
1936,184303.62
1937,186315.56
1938,178120.97
1939,237583.56
1940,192409.72
1941,171675.92
1942,184012.86
1943,206825.97
1944,326637.16
1945,379928.8
1946,142908.31
1947,324916.8
1948,177723.06
1949,226427.06
1950,185151.48
1951,261345.8
1952,209570.14
1953,170130.81
1954,188474.03
1955,133911.38
1956,285955.22
1957,156657.72
1958,328825.12
1959,136258.45
1960,117563.04
1961,117198.16
1962,97060.22
1963,108677.195
1964,107181.836
1965,142600.56
1966,146691.39
1967,293421.9
1968,441193.88
1969,403790.44
1970,453999.66
1971,429657.78
1972,411219.72
1973,269988.44
1974,308830.97
1975,362638.44
1976,269437.25
1977,332928.16
1978,381325.94
1979,350130.97
1980,199864.53
1981,356816.44
1982,225363.9
1983,209286.81
1984,166826.4
1985,207990.48
1986,206063.14
1987,171983.02
1988,174115.78
1989,193868.78
1990,218071.78
1991,245637.58
1992,216340.12
1993,164508.42
1994,241772.19
1995,191112.28
1996,251124.6
1997,324096.9
1998,348305.22
1999,247333.12
2000,311098.16
2001,255051.5
2002,233415.33
2003,245956.48
2004,270263.56
2005,222383.61
2006,241258.08
2007,245341.02
2008,228957.69
2009,192058.58
2010,198599.77
2011,145074.73
2012,177485.3
2013,180164.72
2014,185221.75
2015,211323.14
2016,192189.98
2017,198841.38
2018,112858.805
2019,131182.66
2020,108969.4
2021,107190.61
2022,188790.95
2023,141310.5
2024,259159.61
2025,372610.22
2026,167987.45
2027,160381.11
2028,151719.4
2029,177130.55
2030,282449.28
2031,251364.05
2032,257289.61
2033,279223.8
2034,162476.16
2035,218664.31
2036,191461.94
2037,192192.75
2038,325661.78
2039,245440.9
2040,348919.25
2041,273514.66
2042,205053.47
2043,168882.23
2044,172726.6
2045,207555.3
2046,139473.75
2047,142046.84
